text,true_label,pred_naive_bayes,pred_logistic_regression,pred_svm
biasa diri berani bela orang suka leceh,insult,normal,normal,normal
teman nyinyir china ria bela palestina,hate_speech,normal,normal,normal
bijak tugas jajar krl doang tumpang followers doang xe x xb xef xb x f nyuruh orng erti erti butuh orng bangke,insult,insult,hate_speech,insult
baca hukum humaniter internasional tikai negara adab penyelesaiaannya bawah payung lembaga dunia hukum internasional hendak usa israel banyak pimpin negara tekuk lutut daya,insult,normal,normal,normal
ambisi mimin judul ih,normal,normal,hate_speech,normal
salam jumaat sarap nasi lemak masjid,normal,normal,insult,insult
nyata tuan impor bawang putih negara komunis nkl konsisten ucap haram hukum konsumsi produk aseng asing,hate_speech,normal,normal,normal
harap kat amp andre sedak dck mati tho suka model cetak,harassment,normal,normal,normal
vagii habib densi eko noboy cenul es mambo anak kaleng miduk desa tuturane romlah masijo prank mugi klen nahan beseer sok atuh dibully wae eyang amh ad art neo k drone mrk nyebrang kudu cap khianat jilat gila jabat sogok,normal,hate_speech,hate_speech,hate_speech
jaman rejim temennya spt rebut lupa haram halal haram hidup enak,normal,normal,hate_speech,hate_speech
kubu prabowo nilai negatif bijak jokowi pilih presiden url,hate_speech,hate_speech,insult,hate_speech
nak tanye salah still support produk israel ni eek,insult,normal,normal,normal
rupiah situs slot online gacor percaya gampang maxwin minimal deposit k cari google ketik rupiah lgbt coldplay israelterrorism hindia feni no muak,hate_speech,normal,normal,normal
typingnya ganteng banci jago dikit,insult,normal,harassment,harassment
ubn quote israel kuat dunia arab takut israel kelompok orang gaza israel ketar tir youtube bachtiar nasir instagram facebook bachtiar nasir website home cp ksp cp tabung infaq ubn quote israel kuat dunia arab takut israel kelompok orang gaza israel ketar tir youtube bachtiar nasir instagram facebook bachtiar nasir website home cp ksp cp tabung infaq,insult,normal,normal,normal
kosan hari murah kota bandung backpackerroom kamar rp rb malam rp kuliner sekitar warkop burjo jam ayam goreng capcay nasi goreng sate madura kupat pagi nasi kuning pagi bakso rm padang d besto roti o dll pasang meni open bo lgbt,threat,normal,normal,normal
mudik puluh ratus juta jokowi main libur lebaran bijak ganti presiden amp sabtuminggu libur arus aman arus beban psikis,hate_speech,normal,normal,normal
bangke yen cabul,harassment,hate_speech,hate_speech,hate_speech
bajak agama agama agama yahudi eksklusif konon bajak bangsa kazhar betapa mudah bajak agama sifat inklusif mana hak masuk agama tsb,hate_speech,normal,normal,normal
tabayyun ngomyang cocot busuk lol pelihara mai isu sara bangga,threat,hate_speech,hate_speech,hate_speech
metr tv hd ratus orang serbu bandara rusia tolak datang pesawat israel sumber foto ap ratus orang serbu bandara utama wilayah dagestan rusia protes datang pesawat tel aviv israel orang landas darat kibar bendera palestina unjuk usaha balik mobil polisi periksa paspor tumpang makhachkala bandara tutup pesawat masuk november download play store app store,threat,normal,normal,normal
sibuk jilatin bokong jokowi ngabilin dpt ilham subhanallah,hate_speech,insult,normal,normal
allah laknat tentara israel dukung bazer israel indonesia usir tanah nkri,normal,hate_speech,hate_speech,hate_speech
israel tu dasar kalah dukung brani blak an bain skali tahu klarifikasi muluk,insult,hate_speech,hate_speech,hate_speech
poko pulangin solo ceburin habitat kolam butek,hate_speech,hate_speech,normal,normal
maju gibran leceh demokrasi cacat hukum produk putus gibran cawapres ilegal,normal,normal,insult,normal
banci kaleng malu nyungsep koe url,harassment,hate_speech,hate_speech,harassment
kern canda seret orangorang,insult,normal,normal,hate_speech
belek onta xf x f x xa ngomong kaan xf x f x xa xf x f x xa,hate_speech,hate_speech,normal,normal
sahabat what a literation what a practice peringkat lgb wakwaw negara tentang syiah anti syiah turkey pakistan indonesia peringkat lgbt negara ali komeni syiah irak iran bukti omong maklum makan buku literasi amerika german hari praktek nyata sombong jatuh pilih pilih pandai silat lidah topeng ulama belakang siksa rakyat,hate_speech,normal,normal,normal
tertawa tb mnangis dulang sprti orgil,insult,normal,normal,normal
habis minum kencing onta,insult,hate_speech,hate_speech,hate_speech
nemu ustadz babi haram nlah netijen pinter ngata ngatain bodoh hidup manfaat ngaji dll xf x f x x xf x f x x xf x f x x,normal,hate_speech,hate_speech,hate_speech
henti kebiadapan israel lindung duduk gaza daerah tindas galang komunitas internasional mewujuskan damai lindung duduk gaza daerah tindas galang komunitas internasional mewujuskan damai,threat,normal,normal,normal
cocot wkwk,insult,hate_speech,hate_speech,hate_speech
ustad ngentat ngentot pas dakwah kasi kutip dakwah betul ngga xf x f x x,harassment,hate_speech,hate_speech,insult
alhamdulillah kampung hujan deras moga gaza hujan deras badai merkava zionis selip lumpur amiin,hate_speech,normal,normal,normal
g mati haus juta warga gaza kurang air akibat biadab teroris zionis israel,hate_speech,normal,normal,normal
gila beranta msh gangerti,normal,hate_speech,hate_speech,normal
tentara israel agt idf warga turun arab muslim tingkat tajam umat muslim masuk idf pd pd pd,normal,normal,hate_speech,hate_speech
israel kuasa dunia ambil alih amerika china,normal,normal,threat,normal
baik bayang abuabu emeryville,insult,normal,normal,normal
jalan cat calling orang gua teriakin gila ehh pas noleh orang gila,insult,normal,normal,normal
aku islam tega islam ayo rang lgbt sebar penyabaranya ulama sepakat hubung jenis homoseksual haram ulama dapat hukum laku gay lesbian bunuh mutlak rajam tebas pedang eksekusi gantung lengkap baca republika co id,threat,normal,normal,normal
tengok balas ni tahan orang ncomeonla n nmaki hamun matlamat kempen n nsebab tu pakcik nak hapus ni n nini anjing gt gt gt xf x f x xbc xf x,hate_speech,hate_speech,normal,normal
istilah kopar lapor pki aseng asing pri no pri sejati nkri,normal,hate_speech,hate_speech,hate_speech
pojok israel kait u noh berani bully wowo dukung israel,normal,hate_speech,hate_speech,normal
ratus ungsi rohingya tampung kawasan pantai gampong blang raya kabupaten pidie aceh pindah mukim tindak buang air bab sembarang tambak milik warga follow sosial media sukabumiupdate com  facebook instagram youtube dailymotion tiktok twitter,insult,normal,normal,normal
erudite apa mah bodoh gede congor,insult,hate_speech,threat,hate_speech
cowo brengsek,harassment,insult,insult,insult
njir buka twitter skrng isi cegil cakar cakar hamil divideoin izin marah smpe gugur cowo psikopat nusuk dokter gigi cewe tabrak pajero jam pagi gila emg wakanda waras ajg,insult,normal,normal,normal
tekan sby prabowo gaet ahy damping rabu siang gege tka china pppk megumi prabowo malang t mata najwa weverse ver cpns gojo indomy for yoongi jurnalis nanami mba nana hugo samir,insult,normal,normal,normal
un milih sosiologi fi sekolah mantap matapelajaran ips diikutin rada bangke,insult,normal,hate_speech,hate_speech
gua beli inner sleeve holo dvd china hapus produk anjjjj,harassment,normal,normal,normal
biadap zionis israel bom orang salah saat bagi air minum warga palestina,hate_speech,normal,normal,normal
ncep bangga cina rampok ribu ton nikel,hate_speech,normal,normal,normal
laki laki brengsek laki laki brengsek dunia,insult,insult,hate_speech,insult
dapat gordon ramsay sortir cuntandre mkr,harassment,normal,normal,normal
knpa benci anis pro zionis israel musuh agama indonesia,normal,normal,insult,normal
ulama berani hardik rakyat,hate_speech,normal,normal,normal
hubung sebentar trauma bikin sampe gila,harassment,normal,normal,normal
ngarepin aku orang tau bohong cuman buang buang tenaga ikut gila mending diemin seterah bohong mati nungging gua ngga duli,insult,hate_speech,hate_speech,hate_speech
dusta pimpin agama kristen gitu teh,hate_speech,normal,normal,normal
mahasiswa turun jokowi campur politik prabowo gibran,normal,normal,hate_speech,normal
kaget kirim sticker plus bbrp bilang jgn n hapus ttp kirim jarang on tele pas buka isi sticker plus muka member twice gila plchan woi block ni orang gila,threat,normal,normal,normal
gila kisruh sengketa pulau rempang batam oligar gadai tanah,harassment,normal,insult,normal
tangan bang habis gigit babi buta,normal,normal,insult,normal
jadi bodoh babi sial tu zikir hari moga kurang jauh amiiin xe x xba xef xb x f,insult,insult,normal,insult
prabowo subianto aktor tni jabat pangkostrad hasil kudeta,hate_speech,normal,normal,normal
media simpatisan zionis,hate_speech,normal,normal,normal
bener kak kerja keras tinggal rohingya enak dpt tinggal duit plis rakyat usaha ronghya manja heran x,hate_speech,normal,normal,normal
salahsatunot ruang publik bahaya perempuan moderat perilaku lakilaki,insult,harassment,normal,harassment
iya oknum perintah klo bina krna duduk rohingya minim didik,hate_speech,normal,normal,normal
,insult,normal,normal,normal
pakar nilai putus mk usia capres cawapres cacat hukum kamis siang megawati putri tanjung surya paloh gofud alphard projo dukung prabowo cawapres kpu ri gadis kretek pdip gibran dita mom sorry positif muhaimin iskandar skck persib,hate_speech,normal,normal,normal
h orang israel a orang jawa,threat,normal,normal,normal
sampe hina langsung pastiin gag depan orang modal kontol habis an penuhin ahhh gila,sexually_explicit,insult,insult,insult
bilang abis gigi imin paloh hangus uk padamin berita bibib susah paloh ngajakin anies nyanyi nyanyi bakti gereja warga hormat tionghoa klimaks gin doang pilih pimpin indikasi kelompok radikal intoleran,hate_speech,normal,normal,normal
netizen unfollow raline shah nyata kontroversial konflik israel vs palestina nyata raline shah kolom komentar akun instagram temu ure inralineshh bril o raline shah bahan cibir warganet keluar statement putar konflik israel palestina raline cenderung netral anggap israel nyata raline shah kolom komentar akun instagram temu aktif media sosial singgung perang israel vs palestina,threat,normal,normal,normal
gpp drpd si tabib cabul teriak karuan sambi ngocok tongkol gbr bugil pecun hoaalaaaah ngebayang ana dasar binatang xf x f x x xf x f x x url,harassment,insult,hate_speech,hate_speech
lari massal tentara israel jalur gaza tonton rudal gaza,normal,normal,threat,normal
pagi buta ganggu orang istirahat ngutang brengsek,normal,hate_speech,hate_speech,insult
gertak,insult,harassment,harassment,harassment
bumi palestine manusia ketuk pintu hati doa ikhtiar afdhal duli bantai manusia mari galak aksi boycott product pro zionis israel henti kejam mui keluar fatwa haram product tsb hak larang dagang bumi pertiwi,threat,normal,hate_speech,normal
si cantik kagum tengkuzul kacrut dah,insult,hate_speech,hate_speech,hate_speech
turun main heroes of the storm,insult,normal,normal,normal
perang palestine lawan israel zionist laknatullah garis pisah diri golong islam ikut jalan tuhan maha esa golong kafir ikut jalan dajjal tipu ulung,normal,hate_speech,hate_speech,hate_speech
muslim lihat posting sbgi benci tulis maju bangsa,normal,hate_speech,hate_speech,hate_speech
anies hobi fitnah rabu oktober gibran mangga saw x congratulations jin see you in yahudi shani tb simatupang israel mahkamah keluarga gaza yoon jeonghan,insult,normal,normal,normal
ikut sejati yesus dukung benci serakah bohong tuang orangorang kristen konservatif,hate_speech,hate_speech,normal,normal
tolong allah palestina nyata tentara alutsista material allah kirim hujan badai banjir israel hambat serang,hate_speech,normal,normal,normal
idiot operasi bangun lagu hopsin putar tvku mentweet ngerap amp tweea a stcopwjhequxo,insult,normal,normal,normal
acara bang karni usul lindung anak bahaya aji quran,hate_speech,normal,normal,normal
bsimillah sejarah muncul paham sesat syiah laknatullah syiah muncul bunuh khalifah utsman bin affan khalifah abu bakar umar khalifah utsman jabat umat islam satu selisih khalifah utsman peristiwa akibat timbul perpecahana muncul kelompok buat fitnah kezhaliman bunuh utsman umat islam pecah belah yakin kembang terus tuhan ali bin abi thalib ali sikap truncated,insult,normal,hate_speech,normal
kristen citra benar alkitab cerca alkitab benar,normal,hate_speech,hate_speech,hate_speech
morowali tka china hakim duduk pribumi,hate_speech,normal,normal,normal
hadap lurah hamas hadap israel gaes,insult,normal,normal,normal
dukung israel waras,insult,normal,normal,normal
isis quran islam no compulsion in religion quran pikir,hate_speech,normal,normal,hate_speech
ngaca woi ngaca nestle,normal,normal,hate_speech,hate_speech
jajah zionis israel aksi bom brutal jalur gaza doa sobat warga gaza palestina moga lindung allah swt aamiin,hate_speech,normal,normal,normal
munafik seokjin hyung cocok soft,normal,normal,hate_speech,hate_speech
hi meleksir idiot muslim presiden pm india kelas pol ilmu tahu,hate_speech,normal,normal,normal
gaya main timnas vietnam barcelona cundang china fifa matchday oktober vietnam paksa serah china laga stadion dalian sports center liaoning selasa,insult,normal,normal,normal
tai kuda diem ok,insult,hate_speech,hate_speech,hate_speech
men sosialis didik ide buruk istilah komunis relevan didik kompetisi ujung duit menang reward n punishment hrsnya ttp kualitas,normal,normal,hate_speech,normal
mitos toilet cina jorok jorok cukk,normal,hate_speech,hate_speech,normal
american leftist topic niche kayak queer people body count climate change samsek concern most of the world seru liat debat kelompok kek antem dehh biar jelekkkk,insult,normal,normal,normal
playing victim kedok finis taikk lgbt kedok finis ituu tersesatt wkwk better finis tobat ngga pinter yaaa pinter boong wkwkw,hate_speech,insult,insult,normal
buku khomeini dusta multazam rebak paham syiah indonesia anggap ancam yakin umat islam nama khomeini kenal pimpin revolusi islam iran pimpin ajar syiah hipnotis kalang ceramah tulis tulis serang ahlussunnah patik musuh sunni syiah buku bedah dusta fitnah khomeini ahlussunnah buku caci khomeini ulama syiah tuju sosok khomeini sikap kaum muslimin ahlussunnah buku khomeini dusta tulis muhammad malullah terbit multazam ukur x cm tebal halaman sampul soft cover berat kirim gram harga rp,insult,normal,normal,normal
bagus satu teguh cerai aseng kuasa url,hate_speech,normal,normal,normal
malu lanjutin kontributor,normal,normal,hate_speech,hate_speech
i stand with israel alas benci alas sentimen kaum alas konflik ukur kacamata luas ukur kacamata sempit bela teroris hamas bakar kerak api neraka,hate_speech,normal,insult,normal
